id_prestamo,fecha_otorgamiento,anio_otorgamiento,mes_otorgamiento,id_cliente,sexo_cliente,edad_cliente,tipo_disposicion,id_cuenta,frecuencia_emision_estado,id_distrito,nombre_distrito,region,poblacion_distrito,salario_distrito,desempleo_distrito,crimen_distrito,estado_prestamo,condicion_prestamo,descripcion_estado,monto_prestamo,plazo_meses,pago_mensual,saldo_pendiente_estimado
5409,1995-11-18,1995,11,2686,F,47,OWNER,2218,POPLATEK MESICNE,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,C,Vigente,"En curso, al dia",182040.0,60,3034.0,182040.0
5413,1995-12-12,1995,12,2698,F,28,OWNER,2227,POPLATEK TYDNE,31,Tachov,west Bohemia,51313,8930.0,4.0,1328.0,A,Cerrado,Pagado sin problemas,92976.0,24,3874.0,0.0
5414,1995-03-29,1995,3,2700,M,53,OWNER,2228,POPLATEK MESICNE,34,Chomutov,north Bohemia,125236,9675.0,6.0,5323.0,C,Vigente,"En curso, al dia",185952.0,48,3874.0,185952.0
5415,1996-09-26,1996,9,2708,M,40,OWNER,2236,POPLATEK MESICNE,73,Opava,north Moravia,182027,8746.0,3.0,4355.0,D,Vigente,"En curso, en mora",139464.0,36,3874.0,139464.0
5418,1995-01-16,1995,1,2719,F,34,OWNER,2245,POPLATEK MESICNE,29,Rokycany,west Bohemia,45714,8843.0,3.0,818.0,C,Vigente,"En curso, al dia",347952.0,48,7249.0,347952.0
5419,1997-02-05,1997,2,2720,F,49,OWNER,2246,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",415800.0,60,6930.0,415800.0
5420,1997-02-24,1997,2,2721,F,48,OWNER,2247,POPLATEK MESICNE,24,Karlovy Vary,west Bohemia,122603,8991.0,1.0,5198.0,C,Vigente,"En curso, al dia",72504.0,24,3021.0,72504.0
5428,1998-12-02,1998,12,2739,M,48,OWNER,2262,POPLATEK MESICNE,13,Rakovnik,central Bohemia,53921,8598.0,3.0,1597.0,C,Vigente,"En curso, al dia",230220.0,36,6395.0,230220.0
5429,1996-07-18,1996,7,2746,M,27,OWNER,2268,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",20196.0,36,561.0,20196.0
5435,1998-06-01,1998,6,2759,M,24,OWNER,2279,POPLATEK TYDNE,2,Benesov,central Bohemia,88884,8507.0,2.0,2159.0,C,Vigente,"En curso, al dia",314688.0,48,6556.0,314688.0
5445,1996-06-29,1996,6,2809,M,19,OWNER,2322,POPLATEK MESICNE,33,Decin,north Bohemia,133777,8705.0,6.0,4650.0,A,Cerrado,Pagado sin problemas,46320.0,24,1930.0,0.0
5446,1997-08-04,1997,8,2822,M,40,OWNER,2334,POPLATEK MESICNE,50,Svitavy,east Bohemia,102609,8187.0,5.0,2123.0,C,Vigente,"En curso, al dia",48312.0,24,2013.0,48312.0
5447,1997-11-12,1997,11,2823,F,52,OWNER,2335,POPLATEK MESICNE,70,Karvina,north Moravia,285387,10177.0,7.0,9878.0,D,Vigente,"En curso, en mora",541200.0,60,9020.0,541200.0
5449,1995-11-04,1995,11,2831,F,18,OWNER,2343,POPLATEK MESICNE,68,Frydek - Mistek,north Moravia,228848,9893.0,4.0,5623.0,A,Cerrado,Pagado sin problemas,99336.0,24,4139.0,0.0
5450,1994-12-11,1994,12,2834,M,49,OWNER,2345,POPLATEK MESICNE,5,Kolin,central Bohemia,95616,9307.0,4.0,2616.0,C,Vigente,"En curso, al dia",199680.0,60,3328.0,199680.0
5451,1997-05-11,1997,5,2841,F,25,OWNER,2350,POPLATEK MESICNE,18,Pisek,south Bohemia,70699,8968.0,3.0,1740.0,C,Vigente,"En curso, al dia",159744.0,48,3328.0,159744.0
5452,1996-04-29,1996,4,2843,F,32,OWNER,2352,POPLATEK MESICNE,70,Karvina,north Moravia,285387,10177.0,7.0,9878.0,C,Vigente,"En curso, al dia",49440.0,60,824.0,49440.0
5453,1995-04-01,1995,4,2853,F,42,OWNER,2361,POPLATEK MESICNE,28,Plzen - sever,west Bohemia,72541,8594.0,2.0,1580.0,A,Cerrado,Pagado sin problemas,156672.0,36,4352.0,0.0
5463,1998-10-06,1998,10,2915,F,44,OWNER,2413,POPLATEK MESICNE,33,Decin,north Bohemia,133777,8705.0,6.0,4650.0,C,Vigente,"En curso, al dia",17952.0,12,1496.0,17952.0
5464,1995-01-30,1995,1,2922,M,58,OWNER,2419,POPLATEK MESICNE,24,Karlovy Vary,west Bohemia,122603,8991.0,1.0,5198.0,A,Cerrado,Pagado sin problemas,95808.0,12,7984.0,0.0
5469,1997-12-26,1997,12,2952,F,20,OWNER,2445,POPLATEK MESICNE,52,Usti nad Orlici,east Bohemia,139012,8363.0,3.0,2564.0,C,Vigente,"En curso, al dia",293160.0,60,4886.0,293160.0
5470,1996-04-15,1996,4,2966,M,43,OWNER,2456,POPLATEK MESICNE,65,Znojmo,south Moravia,114200,8403.0,6.0,2157.0,C,Vigente,"En curso, al dia",200976.0,48,4187.0,200976.0
5479,1994-01-10,1994,1,3001,M,40,OWNER,2486,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,A,Cerrado,Pagado sin problemas,24516.0,12,2043.0,0.0
5482,1996-01-12,1996,1,3013,F,48,OWNER,2496,POPLATEK MESICNE,51,Trutnov,east Bohemia,121947,8541.0,3.0,3496.0,C,Vigente,"En curso, al dia",165120.0,60,2752.0,165120.0
5486,1997-06-13,1997,6,3038,F,52,OWNER,2516,POPLATEK MESICNE,6,Kutna Hora,central Bohemia,77963,8546.0,3.0,2640.0,C,Vigente,"En curso, al dia",466608.0,48,9721.0,466608.0
5491,1998-02-13,1998,2,3072,M,62,OWNER,2545,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",428784.0,48,8933.0,428784.0
5494,1996-06-13,1996,6,3103,F,25,OWNER,2572,POPLATEK PO OBRATU,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,C,Vigente,"En curso, al dia",360000.0,48,7500.0,360000.0
5495,1996-08-02,1996,8,3113,F,27,OWNER,2580,POPLATEK MESICNE,60,Prostejov,south Moravia,110643,8441.0,3.0,1879.0,C,Vigente,"En curso, al dia",89340.0,60,1489.0,89340.0
5501,1998-05-21,1998,5,3163,F,34,OWNER,2622,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",136344.0,24,5681.0,136344.0
5519,1994-03-08,1994,3,3251,F,36,OWNER,2694,POPLATEK MESICNE,7,Melnik,central Bohemia,94725,9920.0,2.0,4289.0,A,Cerrado,Pagado sin problemas,91632.0,12,7636.0,0.0
5520,1998-08-30,1998,8,3257,F,20,OWNER,2699,POPLATEK MESICNE,73,Opava,north Moravia,182027,8746.0,3.0,4355.0,C,Vigente,"En curso, al dia",231168.0,48,4816.0,231168.0
5523,1993-12-08,1993,12,3264,F,48,OWNER,2705,POPLATEK PO OBRATU,63,Vyskov,south Moravia,86513,8288.0,4.0,1562.0,A,Cerrado,Pagado sin problemas,93888.0,36,2608.0,0.0
5525,1998-04-27,1998,4,3284,M,62,OWNER,2720,POPLATEK TYDNE,2,Benesov,central Bohemia,88884,8507.0,2.0,2159.0,C,Vigente,"En curso, al dia",93888.0,36,2608.0,93888.0
5526,1998-11-08,1998,11,3291,M,51,OWNER,2725,POPLATEK MESICNE,52,Usti nad Orlici,east Bohemia,139012,8363.0,3.0,2564.0,C,Vigente,"En curso, al dia",69624.0,36,1934.0,69624.0
5527,1998-06-15,1998,6,3294,M,41,OWNER,2728,POPLATEK TYDNE,52,Usti nad Orlici,east Bohemia,139012,8363.0,3.0,2564.0,C,Vigente,"En curso, al dia",156420.0,60,2607.0,156420.0
5531,1997-09-30,1997,9,3324,F,27,OWNER,2753,POPLATEK MESICNE,26,Plzen - mesto,west Bohemia,170449,10787.0,3.0,6041.0,C,Vigente,"En curso, al dia",66432.0,24,2768.0,66432.0
5532,1997-05-04,1997,5,3326,F,46,OWNER,2754,POPLATEK TYDNE,57,Hodonin,south Moravia,161954,8720.0,4.0,3729.0,C,Vigente,"En curso, al dia",335280.0,48,6985.0,335280.0
5533,1994-07-05,1994,7,3335,M,31,OWNER,2762,POPLATEK MESICNE,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,A,Cerrado,Pagado sin problemas,111384.0,24,4641.0,0.0
5549,1994-07-16,1994,7,3414,F,51,OWNER,2824,POPLATEK MESICNE,11,Praha - zapad,central Bohemia,75637,9622.0,0.0,3475.0,C,Vigente,"En curso, al dia",50460.0,60,841.0,50460.0
5556,1997-05-19,1997,5,3471,F,46,OWNER,2872,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",268320.0,60,4472.0,268320.0
5561,1998-08-29,1998,8,3517,F,45,OWNER,2910,POPLATEK MESICNE,68,Frydek - Mistek,north Moravia,228848,9893.0,4.0,5623.0,C,Vigente,"En curso, al dia",437460.0,60,7291.0,437460.0
5563,1996-02-29,1996,2,3519,M,49,OWNER,2912,POPLATEK MESICNE,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,C,Vigente,"En curso, al dia",380160.0,60,6336.0,380160.0
5568,1994-05-17,1994,5,3542,M,59,OWNER,2933,POPLATEK MESICNE,10,Praha - vychod,central Bohemia,92084,10124.0,1.0,3810.0,C,Vigente,"En curso, al dia",272520.0,60,4542.0,272520.0
5569,1998-01-20,1998,1,3546,M,27,OWNER,2936,POPLATEK MESICNE,3,Beroun,central Bohemia,75232,8980.0,2.0,2824.0,C,Vigente,"En curso, al dia",504000.0,60,8400.0,504000.0
5576,1994-12-21,1994,12,3576,F,59,OWNER,2962,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,A,Cerrado,Pagado sin problemas,31248.0,12,2604.0,0.0
5582,1998-04-17,1998,4,3601,M,60,OWNER,2982,POPLATEK MESICNE,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,C,Vigente,"En curso, al dia",41256.0,12,3438.0,41256.0
5584,1997-12-06,1997,12,3606,M,40,OWNER,2986,POPLATEK MESICNE,63,Vyskov,south Moravia,86513,8288.0,4.0,1562.0,C,Vigente,"En curso, al dia",24792.0,24,1033.0,24792.0
5585,1998-07-08,1998,7,3608,M,51,OWNER,2988,POPLATEK PO OBRATU,66,Zdar nad Sazavou,south Moravia,125832,8512.0,4.0,2247.0,C,Vigente,"En curso, al dia",88608.0,12,7384.0,88608.0
5586,1996-09-14,1996,9,3616,F,34,OWNER,2994,POPLATEK MESICNE,77,Vsetin,north Moravia,148545,8909.0,4.0,3460.0,C,Vigente,"En curso, al dia",48744.0,36,1354.0,48744.0
5589,1998-06-05,1998,6,3629,M,51,OWNER,3005,POPLATEK PO OBRATU,42,Havlickuv Brod,east Bohemia,95907,8388.0,2.0,1658.0,C,Vigente,"En curso, al dia",390000.0,48,8125.0,390000.0
5591,1996-12-04,1996,12,3649,F,39,OWNER,3021,POPLATEK MESICNE,10,Praha - vychod,central Bohemia,92084,10124.0,1.0,3810.0,C,Vigente,"En curso, al dia",155616.0,48,3242.0,155616.0
5593,1996-04-18,1996,4,3670,F,18,OWNER,3037,POPLATEK MESICNE,44,Chrudim,east Bohemia,105606,8254.0,3.0,2166.0,D,Vigente,"En curso, en mora",277884.0,36,7719.0,277884.0
5595,1994-09-02,1994,9,3687,M,26,OWNER,3050,POPLATEK MESICNE,60,Prostejov,south Moravia,110643,8441.0,3.0,1879.0,A,Cerrado,Pagado sin problemas,82896.0,12,6908.0,0.0
5599,1995-03-21,1995,3,3705,F,33,OWNER,3064,POPLATEK MESICNE,40,Teplice,north Bohemia,128118,9317.0,6.0,6949.0,A,Cerrado,Pagado sin problemas,15420.0,12,1285.0,0.0
5606,1996-08-28,1996,8,3730,F,53,OWNER,3084,POPLATEK TYDNE,59,Kromeriz,south Moravia,108871,8444.0,3.0,2595.0,D,Vigente,"En curso, en mora",253512.0,36,7042.0,253512.0
5610,1996-02-24,1996,2,3763,F,21,OWNER,3112,POPLATEK MESICNE,38,Louny,north Bohemia,85852,8965.0,7.0,2653.0,C,Vigente,"En curso, al dia",123216.0,48,2567.0,123216.0
5611,1996-11-15,1996,11,3767,M,62,OWNER,3115,POPLATEK MESICNE,14,Ceske Budejovice,south Bohemia,177686,10045.0,1.0,6604.0,C,Vigente,"En curso, al dia",321180.0,60,5353.0,321180.0
5614,1998-09-21,1998,9,3793,F,47,OWNER,3137,POPLATEK MESICNE,39,Most,north Bohemia,119895,10446.0,7.0,4947.0,C,Vigente,"En curso, al dia",253560.0,60,4226.0,253560.0
5616,1998-05-15,1998,5,3800,F,44,OWNER,3143,POPLATEK MESICNE,38,Louny,north Bohemia,85852,8965.0,7.0,2653.0,C,Vigente,"En curso, al dia",130896.0,24,5454.0,130896.0
5620,1998-06-16,1998,6,3822,M,45,OWNER,3161,POPLATEK MESICNE,48,Rychnov nad Kneznou,east Bohemia,78955,9060.0,2.0,1655.0,C,Vigente,"En curso, al dia",30012.0,12,2501.0,30012.0
5624,1995-01-03,1995,1,3829,M,26,OWNER,3166,POPLATEK MESICNE,71,Novy Jicin,north Moravia,161227,8678.0,6.0,4980.0,D,Vigente,"En curso, en mora",177744.0,48,3703.0,177744.0
5625,1996-12-15,1996,12,3855,M,59,OWNER,3189,POPLATEK MESICNE,29,Rokycany,west Bohemia,45714,8843.0,3.0,818.0,D,Vigente,"En curso, en mora",222180.0,60,3703.0,222180.0
5634,1997-05-01,1997,5,3906,M,62,OWNER,3229,POPLATEK MESICNE,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,A,Cerrado,Pagado sin problemas,39024.0,12,3252.0,0.0
5635,1996-10-04,1996,10,3907,F,44,OWNER,3230,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",77184.0,36,2144.0,77184.0
5638,1997-08-27,1997,8,3929,M,41,OWNER,3249,POPLATEK MESICNE,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,A,Cerrado,Pagado sin problemas,68124.0,12,5677.0,0.0
5643,1997-09-21,1997,9,3962,M,46,OWNER,3273,POPLATEK MESICNE,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,B,Cerrado,"Pagado, contrato terminado con deuda",94512.0,12,7876.0,94512.0
5644,1998-11-27,1998,11,3984,F,34,OWNER,3293,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",276084.0,36,7669.0,276084.0
5651,1997-12-08,1997,12,4024,M,34,OWNER,3329,POPLATEK MESICNE,3,Beroun,central Bohemia,75232,8980.0,2.0,2824.0,A,Cerrado,Pagado sin problemas,19248.0,12,1604.0,0.0
5656,1997-02-09,1997,2,4055,F,45,OWNER,3353,POPLATEK MESICNE,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,C,Vigente,"En curso, al dia",146064.0,24,6086.0,146064.0
5657,1994-07-05,1994,7,4056,F,46,OWNER,3354,POPLATEK MESICNE,63,Vyskov,south Moravia,86513,8288.0,4.0,1562.0,A,Cerrado,Pagado sin problemas,4980.0,12,415.0,0.0
5665,1998-03-11,1998,3,4099,F,53,OWNER,3390,POPLATEK TYDNE,12,Pribram,central Bohemia,107870,8754.0,4.0,3804.0,C,Vigente,"En curso, al dia",40632.0,12,3386.0,40632.0
5669,1998-06-27,1998,6,4114,M,34,OWNER,3403,POPLATEK MESICNE,63,Vyskov,south Moravia,86513,8288.0,4.0,1562.0,C,Vigente,"En curso, al dia",71820.0,36,1995.0,71820.0
5674,1997-06-10,1997,6,4132,M,36,OWNER,3418,POPLATEK PO OBRATU,42,Havlickuv Brod,east Bohemia,95907,8388.0,2.0,1658.0,C,Vigente,"En curso, al dia",207264.0,48,4318.0,207264.0
5681,1997-10-20,1997,10,4169,F,18,OWNER,3448,POPLATEK TYDNE,58,Jihlava,south Moravia,109164,8757.0,3.0,2212.0,C,Vigente,"En curso, al dia",68664.0,24,2861.0,68664.0
5682,1997-03-07,1997,3,4177,M,63,OWNER,3455,POPLATEK MESICNE,34,Chomutov,north Bohemia,125236,9675.0,6.0,5323.0,A,Cerrado,Pagado sin problemas,67464.0,12,5622.0,0.0
5683,1998-05-29,1998,5,4182,M,57,OWNER,3460,POPLATEK MESICNE,16,Jindrichuv Hradec,south Bohemia,93931,8427.0,1.0,1874.0,C,Vigente,"En curso, al dia",140688.0,48,2931.0,140688.0
5693,1995-08-01,1995,8,4217,F,47,OWNER,3489,POPLATEK MESICNE,9,Nymburk,central Bohemia,81344,8899.0,3.0,2987.0,A,Cerrado,Pagado sin problemas,44088.0,24,1837.0,0.0
5698,1998-09-22,1998,9,4291,F,47,OWNER,3556,POPLATEK MESICNE,58,Jihlava,south Moravia,109164,8757.0,3.0,2212.0,C,Vigente,"En curso, al dia",174840.0,60,2914.0,174840.0
5699,1998-05-24,1998,5,4299,F,21,OWNER,3562,POPLATEK MESICNE,50,Svitavy,east Bohemia,102609,8187.0,5.0,2123.0,C,Vigente,"En curso, al dia",174960.0,24,7290.0,174960.0
5706,1996-05-24,1996,5,4352,M,27,OWNER,3608,POPLATEK TYDNE,72,Olomouc,north Moravia,226122,8994.0,4.0,9672.0,C,Vigente,"En curso, al dia",161496.0,36,4486.0,161496.0
5713,1995-05-30,1995,5,4377,M,20,OWNER,3629,POPLATEK MESICNE,48,Rychnov nad Kneznou,east Bohemia,78955,9060.0,2.0,1655.0,C,Vigente,"En curso, al dia",158760.0,60,2646.0,158760.0
5718,1997-09-01,1997,9,4386,F,53,OWNER,3637,POPLATEK MESICNE,53,Blansko,south Moravia,107911,8240.0,3.0,1850.0,A,Cerrado,Pagado sin problemas,14028.0,12,1169.0,0.0
5719,1997-09-20,1997,9,4417,M,22,OWNER,3664,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",271584.0,48,5658.0,271584.0
5723,1994-09-10,1994,9,4428,M,44,OWNER,3674,POPLATEK MESICNE,38,Louny,north Bohemia,85852,8965.0,7.0,2653.0,A,Cerrado,Pagado sin problemas,23628.0,12,1969.0,0.0
5724,1995-02-05,1995,2,4433,M,30,OWNER,3678,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,D,Vigente,"En curso, en mora",316140.0,60,5269.0,316140.0
5725,1996-07-23,1996,7,4434,M,34,OWNER,3679,POPLATEK MESICNE,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,C,Vigente,"En curso, al dia",444864.0,48,9268.0,444864.0
5731,1997-11-05,1997,11,4474,F,34,OWNER,3711,POPLATEK MESICNE,3,Beroun,central Bohemia,75232,8980.0,2.0,2824.0,D,Vigente,"En curso, en mora",460980.0,60,7683.0,460980.0
5739,1995-01-02,1995,1,4520,F,41,OWNER,3747,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,A,Cerrado,Pagado sin problemas,76380.0,12,6365.0,0.0
5740,1995-04-02,1995,4,4527,F,35,OWNER,3752,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,A,Cerrado,Pagado sin problemas,18564.0,12,1547.0,0.0
5741,1996-11-03,1996,11,4529,M,22,OWNER,3754,POPLATEK TYDNE,37,Litomerice,north Bohemia,114006,9065.0,4.0,4147.0,A,Cerrado,Pagado sin problemas,68544.0,24,2856.0,0.0
5750,1996-02-08,1996,2,4584,F,49,OWNER,3804,POPLATEK MESICNE,7,Melnik,central Bohemia,94725,9920.0,2.0,4289.0,A,Cerrado,Pagado sin problemas,63252.0,12,5271.0,0.0
5754,1994-09-28,1994,9,4620,F,58,OWNER,3834,POPLATEK MESICNE,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,A,Cerrado,Pagado sin problemas,23052.0,12,1921.0,0.0
5758,1997-05-02,1997,5,4652,M,36,OWNER,3859,POPLATEK MESICNE,53,Blansko,south Moravia,107911,8240.0,3.0,1850.0,D,Vigente,"En curso, en mora",307200.0,60,5120.0,307200.0
5760,1998-09-18,1998,9,4656,M,56,OWNER,3862,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",74916.0,36,2081.0,74916.0
5765,1998-02-10,1998,2,4672,M,49,OWNER,3875,POPLATEK MESICNE,44,Chrudim,east Bohemia,105606,8254.0,3.0,2166.0,C,Vigente,"En curso, al dia",153936.0,24,6414.0,153936.0
5772,1998-03-08,1998,3,4710,F,37,OWNER,3906,POPLATEK MESICNE,52,Usti nad Orlici,east Bohemia,139012,8363.0,3.0,2564.0,C,Vigente,"En curso, al dia",334620.0,60,5577.0,334620.0
5773,1998-03-16,1998,3,4712,F,38,OWNER,3907,POPLATEK MESICNE,37,Litomerice,north Bohemia,114006,9065.0,4.0,4147.0,C,Vigente,"En curso, al dia",133848.0,24,5577.0,133848.0
5774,1998-07-12,1998,7,4722,M,26,OWNER,3916,POPLATEK MESICNE,8,Mlada Boleslav,central Bohemia,112065,11277.0,1.0,5179.0,C,Vigente,"En curso, al dia",96984.0,36,2694.0,96984.0
5779,1997-10-14,1997,10,4754,F,59,OWNER,3942,POPLATEK TYDNE,27,Plzen - jih,west Bohemia,67298,8561.0,1.0,1029.0,C,Vigente,"En curso, al dia",107352.0,36,2982.0,107352.0
5782,1998-01-04,1998,1,4768,F,38,OWNER,3953,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",63576.0,12,5298.0,63576.0
5784,1997-03-29,1997,3,4786,M,60,OWNER,3967,POPLATEK MESICNE,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,D,Vigente,"En curso, en mora",84600.0,36,2350.0,84600.0
5790,1997-03-20,1997,3,4861,F,21,OWNER,4033,POPLATEK MESICNE,57,Hodonin,south Moravia,161954,8720.0,4.0,3729.0,C,Vigente,"En curso, al dia",84288.0,48,1756.0,84288.0
5799,1997-12-28,1997,12,4882,M,20,OWNER,4052,POPLATEK TYDNE,36,Liberec,north Bohemia,159617,9198.0,3.0,5796.0,C,Vigente,"En curso, al dia",106128.0,36,2948.0,106128.0
5804,1995-04-05,1995,4,4916,M,59,OWNER,4079,POPLATEK MESICNE,52,Usti nad Orlici,east Bohemia,139012,8363.0,3.0,2564.0,C,Vigente,"En curso, al dia",158976.0,48,3312.0,158976.0
5805,1995-11-28,1995,11,4918,M,30,OWNER,4081,POPLATEK MESICNE,11,Praha - zapad,central Bohemia,75637,9622.0,0.0,3475.0,B,Cerrado,"Pagado, contrato terminado con deuda",137904.0,24,5746.0,137904.0
5808,1997-07-31,1997,7,4937,F,38,OWNER,4099,POPLATEK MESICNE,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,C,Vigente,"En curso, al dia",41856.0,48,872.0,41856.0
5815,1998-06-03,1998,6,4956,M,52,OWNER,4116,POPLATEK MESICNE,6,Kutna Hora,central Bohemia,77963,8546.0,3.0,2640.0,C,Vigente,"En curso, al dia",151200.0,36,4200.0,151200.0
5817,1997-08-15,1997,8,4968,M,60,OWNER,4127,POPLATEK MESICNE,50,Svitavy,east Bohemia,102609,8187.0,5.0,2123.0,D,Vigente,"En curso, en mora",100800.0,24,4200.0,100800.0
5823,1998-06-21,1998,6,4993,F,25,OWNER,4144,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",212976.0,36,5916.0,212976.0
5830,1997-08-28,1997,8,5050,M,47,OWNER,4190,POPLATEK MESICNE,62,Uherske Hradiste,south Moravia,145688,8544.0,1.0,2719.0,C,Vigente,"En curso, al dia",405780.0,60,6763.0,405780.0
5836,1994-08-27,1994,8,5133,F,39,OWNER,4259,POPLATEK MESICNE,66,Zdar nad Sazavou,south Moravia,125832,8512.0,4.0,2247.0,A,Cerrado,Pagado sin problemas,79632.0,24,3318.0,0.0
5837,1994-06-29,1994,6,5134,F,31,OWNER,4260,POPLATEK MESICNE,56,Breclav,south Moravia,124605,8772.0,5.0,2854.0,C,Vigente,"En curso, al dia",244560.0,60,4076.0,244560.0
5841,1998-11-04,1998,11,5143,M,25,OWNER,4268,POPLATEK MESICNE,77,Vsetin,north Moravia,148545,8909.0,4.0,3460.0,C,Vigente,"En curso, al dia",41988.0,12,3499.0,41988.0
5850,1997-05-22,1997,5,5171,F,42,OWNER,4293,POPLATEK PO OBRATU,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,C,Vigente,"En curso, al dia",164196.0,36,4561.0,164196.0
5856,1997-08-09,1997,8,5203,F,53,OWNER,4320,POPLATEK MESICNE,61,Trebic,south Moravia,117897,8814.0,5.0,2112.0,B,Cerrado,"Pagado, contrato terminado con deuda",51360.0,12,4280.0,51360.0
5861,1994-12-08,1994,12,5224,M,49,OWNER,4337,POPLATEK MESICNE,29,Rokycany,west Bohemia,45714,8843.0,3.0,818.0,A,Cerrado,Pagado sin problemas,51408.0,24,2142.0,0.0
5862,1997-12-09,1997,12,5232,F,50,OWNER,4342,POPLATEK MESICNE,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,C,Vigente,"En curso, al dia",100128.0,24,4172.0,100128.0
5865,1998-10-30,1998,10,5245,F,56,OWNER,4354,POPLATEK MESICNE,38,Louny,north Bohemia,85852,8965.0,7.0,2653.0,C,Vigente,"En curso, al dia",327660.0,60,5461.0,327660.0
5868,1997-03-29,1997,3,5253,F,52,OWNER,4361,POPLATEK MESICNE,69,Jesenik,north Moravia,42821,8173.0,,,A,Cerrado,Pagado sin problemas,90156.0,12,7513.0,0.0
5876,1995-02-08,1995,2,5318,M,30,OWNER,4413,POPLATEK TYDNE,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,C,Vigente,"En curso, al dia",221280.0,48,4610.0,221280.0
5877,1995-02-23,1995,2,5320,F,47,OWNER,4414,POPLATEK MESICNE,24,Karlovy Vary,west Bohemia,122603,8991.0,1.0,5198.0,A,Cerrado,Pagado sin problemas,97224.0,24,4051.0,0.0
5878,1997-04-01,1997,4,5322,F,42,OWNER,4415,POPLATEK MESICNE,73,Opava,north Moravia,182027,8746.0,3.0,4355.0,A,Cerrado,Pagado sin problemas,74040.0,12,6170.0,0.0
5880,1995-10-31,1995,10,5333,F,31,OWNER,4423,POPLATEK MESICNE,39,Most,north Bohemia,119895,10446.0,7.0,4947.0,A,Cerrado,Pagado sin problemas,73836.0,36,2051.0,0.0
5882,1994-09-26,1994,9,5337,M,37,OWNER,4427,POPLATEK MESICNE,32,Ceska Lipa,north Bohemia,105058,9272.0,3.0,4340.0,A,Cerrado,Pagado sin problemas,87816.0,12,7318.0,0.0
5886,1996-10-31,1996,10,5364,M,34,OWNER,4447,POPLATEK MESICNE,62,Uherske Hradiste,south Moravia,145688,8544.0,1.0,2719.0,C,Vigente,"En curso, al dia",192744.0,36,5354.0,192744.0
5887,1994-10-03,1994,10,5366,F,27,OWNER,4448,POPLATEK MESICNE,60,Prostejov,south Moravia,110643,8441.0,3.0,1879.0,A,Cerrado,Pagado sin problemas,192744.0,36,5354.0,0.0
5889,1998-02-09,1998,2,5376,M,28,OWNER,4456,POPLATEK MESICNE,14,Ceske Budejovice,south Bohemia,177686,10045.0,1.0,6604.0,C,Vigente,"En curso, al dia",321240.0,60,5354.0,321240.0
