id_cliente,sexo,fecha_nacimiento,edad_corte,tipo_disposicion,etiqueta_buen_pagador,id_distrito,nombre_distrito,region,poblacion,salario_promedio,tasa_desempleo,tasa_criminalidad,tiene_prestamo,id_prestamo,monto_prestamo,plazo_prestamo,cuota_mensual_prestamo,estado_prestamo,condicion_prestamo,total_ordenes_activas,monto_total_ordenes_mensual,monto_promedio_orden,total_transacciones,total_depositos,total_retiros,saldo_promedio,saldo_minimo,saldo_maximo
515,M,1932-05-26,66,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3987.0,3987.0,353,472907.0,417130.0,33741.181303,200.0,60774.0
516,F,1930-04-27,68,DISPONENT,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
517,M,1965-07-25,33,OWNER,,63,Vyskov,south Moravia,86513,8288.0,4.0,1562.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,5286.0,5286.0,234,809104.0,742735.0,43523.132478,700.0,83196.0
518,F,1979-04-28,19,OWNER,,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,75,79751.0,15300.0,39824.653333,900.0,64437.0
519,M,1980-04-13,18,OWNER,,18,Pisek,south Bohemia,70699,8968.0,3.0,1740.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,7197.0,3598.5,158,528963.0,491292.0,36026.056962,300.0,66753.0
520,F,1947-09-27,51,OWNER,,46,Nachod,east Bohemia,112709,8369.0,2.0,2854.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,315,528156.0,502015.0,24818.612698,500.0,43330.0
521,M,1975-12-25,23,OWNER,,69,Jesenik,north Moravia,42821,8173.0,,,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,209,356473.0,339000.0,27942.267942,500.0,66578.0
522,F,1956-03-04,42,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,7303.0,3651.5,133,290954.0,259842.0,16086.157894,400.0,38917.0
523,M,1922-12-17,76,OWNER,,38,Louny,north Bohemia,85852,8965.0,7.0,2653.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3189.0,3189.0,339,364890.0,337784.0,23390.309734,400.0,34393.0
524,F,1963-01-02,35,OWNER,,30,Sokolov,west Bohemia,94812,9650.0,3.0,2985.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,5250.0,1750.0,191,260491.0,245353.0,17747.602094,500.0,39908.0
525,M,1969-08-14,29,DISPONENT,,30,Sokolov,west Bohemia,94812,9650.0,3.0,2985.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
526,M,1964-02-01,34,OWNER,,43,Hradec Kralove,east Bohemia,161854,9425.0,2.0,4085.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,5354.0,2677.0,424,1596025.0,1512492.0,78104.242924,700.0,146213.0
527,F,1966-08-18,32,DISPONENT,,43,Hradec Kralove,east Bohemia,161854,9425.0,2.0,4085.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
528,M,1977-02-11,21,OWNER,,37,Litomerice,north Bohemia,114006,9065.0,4.0,4147.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,30,122022.0,102500.0,28480.466666,900.0,63195.0
529,M,1978-11-05,20,OWNER,,69,Jesenik,north Moravia,42821,8173.0,,,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,154,218426.0,189670.0,29111.402597,300.0,69888.0
530,F,1957-09-27,41,OWNER,,29,Rokycany,west Bohemia,45714,8843.0,3.0,818.0,1,5061.0,84288.0,48.0,1756.0,C,Vigente,2,7581.0,3790.5,147,438835.0,378864.0,34672.17687,500.0,73640.0
531,M,1976-10-04,22,OWNER,,27,Plzen - jih,west Bohemia,67298,8561.0,1.0,1029.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,8279.0,2759.666666,447,2984004.0,2876451.0,70891.313199,900.0,165654.0
532,F,1980-09-03,18,DISPONENT,,27,Plzen - jih,west Bohemia,67298,8561.0,1.0,1029.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
533,F,1941-05-19,57,OWNER,,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,1,5063.0,357840.0,48.0,7455.0,D,Vigente,3,15129.0,5043.0,80,429483.0,375109.0,31241.4875,-543.0,94705.0
534,M,1957-07-22,41,OWNER,,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,2038.0,679.333333,455,223795.0,201588.0,22156.962637,500.0,28823.0
535,M,1937-09-09,61,OWNER,,26,Plzen - mesto,west Bohemia,170449,10787.0,3.0,6041.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,4469.0,4469.0,165,276143.0,229368.0,34242.175757,1100.0,50141.0
536,M,1939-08-25,59,OWNER,,47,Pardubice,east Bohemia,162580,9538.0,2.0,6079.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,11565.0,5782.5,408,1358212.0,1330633.0,34265.039215,1100.0,69411.0
537,M,1935-01-16,63,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,6941.0,6941.0,394,1740772.0,1691297.0,46774.862944,1100.0,90601.0
538,F,1948-05-10,50,OWNER,,5,Kolin,central Bohemia,95616,9307.0,4.0,2616.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,6108.0,3054.0,144,636811.0,553507.0,55889.673611,1100.0,84666.0
540,M,1921-07-28,77,OWNER,,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,1953.0,976.5,276,222604.0,207741.0,18029.047101,900.0,29835.0
541,F,1927-03-09,71,DISPONENT,,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
542,F,1921-02-09,77,OWNER,,59,Kromeriz,south Moravia,108871,8444.0,3.0,2595.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2404.0,2404.0,140,138803.0,122698.0,14416.992857,1100.0,25089.0
543,F,1958-04-15,40,OWNER,,11,Praha - zapad,central Bohemia,75637,9622.0,0.0,3475.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,7208.0,7208.0,102,70488.0,53700.0,22842.95098,700.0,31069.0
544,M,1948-11-16,50,OWNER,,63,Vyskov,south Moravia,86513,8288.0,4.0,1562.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,5433.0,2716.5,251,1297869.0,1221657.0,57335.952191,800.0,144004.0
545,F,1973-10-11,25,OWNER,,75,Prerov,north Moravia,138032,8819.0,5.0,4063.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,7012.0,7012.0,110,538822.0,452217.0,58550.918181,1100.0,95991.0
546,M,1953-08-25,45,OWNER,,7,Melnik,central Bohemia,94725,9920.0,2.0,4289.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,5687.0,5687.0,254,472791.0,441123.0,29028.653543,700.0,48659.0
547,M,1949-03-31,49,OWNER,,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,8339.0,8339.0,235,624352.0,593666.0,26006.706382,500.0,45767.0
548,M,1937-12-04,61,OWNER,,49,Semily,east Bohemia,75685,8208.0,2.0,1660.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,4783.0,4783.0,387,3702245.0,3636397.0,64888.405684,700.0,139482.0
550,M,1961-11-30,37,OWNER,,7,Melnik,central Bohemia,94725,9920.0,2.0,4289.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,10617.0,5308.5,239,779372.0,716423.0,44652.891213,1100.0,73613.0
551,F,1976-07-05,22,OWNER,,47,Pardubice,east Bohemia,162580,9538.0,2.0,6079.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,49,45800.0,37700.0,17059.183673,1000.0,26500.0
552,F,1934-05-08,64,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3554.0,3554.0,258,337744.0,294383.0,23475.236434,1100.0,48777.0
553,M,1941-04-07,57,DISPONENT,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
554,F,1925-04-19,73,OWNER,,30,Sokolov,west Bohemia,94812,9650.0,3.0,2985.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,1530.0,1530.0,394,458786.0,384545.0,39952.213197,600.0,76944.0
555,M,1926-10-21,72,DISPONENT,,30,Sokolov,west Bohemia,94812,9650.0,3.0,2985.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
556,M,1946-07-08,52,OWNER,,29,Rokycany,west Bohemia,45714,8843.0,3.0,818.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,8325.0,8325.0,356,1401891.0,1356940.0,43138.752808,400.0,76411.0
557,M,1939-07-17,59,OWNER,,51,Trutnov,east Bohemia,121947,8541.0,3.0,3496.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,6385.0,6385.0,256,1119750.0,1014420.0,67593.21875,700.0,118528.0
558,F,1920-07-05,78,OWNER,,43,Hradec Kralove,east Bohemia,161854,9425.0,2.0,4085.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3509.0,3509.0,83,101640.0,84855.0,17508.614457,600.0,28720.0
559,F,1972-09-05,26,OWNER,,32,Ceska Lipa,north Bohemia,105058,9272.0,3.0,4340.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,12405.0,6202.5,370,1064046.0,1043486.0,25612.691891,700.0,52628.0
560,F,1967-12-16,31,OWNER,,71,Novy Jicin,north Moravia,161227,8678.0,6.0,4980.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,34,77200.0,16500.0,44535.294117,500.0,62100.0
561,F,1962-11-10,36,OWNER,,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,6832.0,3416.0,415,764962.0,728726.0,27693.178313,500.0,45587.0
562,F,1975-09-22,23,OWNER,,49,Semily,east Bohemia,75685,8208.0,2.0,1660.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,4234.0,2117.0,209,830433.0,743952.0,65306.019138,400.0,95806.0
563,F,1961-09-09,37,OWNER,,72,Olomouc,north Moravia,226122,8994.0,4.0,9672.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2672.0,2672.0,85,95623.0,81004.0,17570.894117,600.0,33872.0
564,M,1955-01-24,43,DISPONENT,,72,Olomouc,north Moravia,226122,8994.0,4.0,9672.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
565,F,1959-07-03,39,OWNER,,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,5276.0,1758.666666,438,552549.0,517908.0,27593.073059,600.0,47968.0
566,F,1946-03-05,52,OWNER,,47,Pardubice,east Bohemia,162580,9538.0,2.0,6079.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,4,6081.0,1520.25,360,500144.0,450292.0,36267.944444,1100.0,58992.0
567,M,1950-05-02,48,DISPONENT,,47,Pardubice,east Bohemia,162580,9538.0,2.0,6079.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
568,F,1960-07-19,38,OWNER,,8,Mlada Boleslav,central Bohemia,112065,11277.0,1.0,5179.0,1,5072.0,196800.0,24.0,8200.0,D,Vigente,1,8200.0,8200.0,159,1410877.0,1380131.0,58574.150943,-2756.0,130885.0
569,M,1962-06-15,36,OWNER,,73,Opava,north Moravia,182027,8746.0,3.0,4355.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,4,7285.0,1821.25,205,341120.0,312085.0,29675.960975,1100.0,47723.0
570,F,1941-01-31,57,OWNER,,61,Trebic,south Moravia,117897,8814.0,5.0,2112.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,2300.0,1150.0,238,183119.0,147960.0,22503.773109,900.0,35171.0
571,M,1924-09-27,74,OWNER,,3,Beroun,central Bohemia,75232,8980.0,2.0,2824.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2760.0,2760.0,78,83246.0,70850.0,15962.807692,200.0,23385.0
572,F,1920-08-04,78,DISPONENT,,3,Beroun,central Bohemia,75232,8980.0,2.0,2824.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
573,M,1967-08-10,31,OWNER,,69,Jesenik,north Moravia,42821,8173.0,,,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,19,36700.0,12700.0,17647.368421,1000.0,24000.0
574,M,1972-12-25,26,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,3377.0,1125.666666,543,1275218.0,1231486.0,39776.744014,1000.0,64306.0
575,M,1970-04-04,28,OWNER,,58,Jihlava,south Moravia,109164,8757.0,3.0,2212.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,8137.0,8137.0,282,1374843.0,1282576.0,48300.87234,400.0,93238.0
576,F,1974-05-12,24,DISPONENT,,58,Jihlava,south Moravia,109164,8757.0,3.0,2212.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
577,F,1963-12-05,35,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2064.0,2064.0,170,117403.0,106512.0,12564.911764,1100.0,19226.0
578,F,1977-07-07,21,OWNER,,23,Cheb,west Bohemia,87419,8624.0,2.0,2879.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,5514.0,2757.0,120,611948.0,581303.0,39238.525,500.0,80464.0
579,F,1933-05-31,65,OWNER,,72,Olomouc,north Moravia,226122,8994.0,4.0,9672.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,1889.0,944.5,189,217913.0,159888.0,40692.783068,700.0,60763.0
581,F,1949-02-04,49,OWNER,,70,Karvina,north Moravia,285387,10177.0,7.0,9878.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,1940.0,1940.0,68,51255.0,38350.0,14371.794117,1000.0,20745.0
582,M,1950-09-26,48,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,4,5167.0,1291.75,392,498552.0,474111.0,25523.198979,600.0,43780.0
583,F,1965-01-01,33,OWNER,,75,Prerov,north Moravia,138032,8819.0,5.0,4063.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,4,15214.0,3803.5,605,2813247.0,2734191.0,49558.094214,300.0,154121.0
584,F,1976-05-13,22,OWNER,,33,Decin,north Bohemia,133777,8705.0,6.0,4650.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,185,321527.0,216245.0,42942.918918,900.0,105292.0
585,F,1942-02-21,56,OWNER,,40,Teplice,north Bohemia,128118,9317.0,6.0,6949.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,10684.0,10684.0,182,996151.0,893011.0,36656.686813,785.0,129719.0
586,M,1947-11-03,51,DISPONENT,,40,Teplice,north Bohemia,128118,9317.0,6.0,6949.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
587,F,1945-07-08,53,OWNER,,25,Klatovy,west Bohemia,88757,8554.0,2.0,1822.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,31,63700.0,13200.0,36687.096774,1000.0,50700.0
588,F,1960-10-20,38,OWNER,,61,Trebic,south Moravia,117897,8814.0,5.0,2112.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,5608.0,5608.0,382,1205298.0,1162006.0,28792.971204,900.0,56943.0
589,M,1961-09-17,37,OWNER,,45,Jicin,east Bohemia,77917,8390.0,2.0,2080.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2042.0,2042.0,199,134590.0,119518.0,15076.914572,500.0,20057.0
590,M,1949-02-15,49,OWNER,,44,Chrudim,east Bohemia,105606,8254.0,3.0,2166.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,9090.0,9090.0,178,687636.0,635630.0,45288.078651,600.0,70094.0
591,F,1974-10-29,24,OWNER,,65,Znojmo,south Moravia,114200,8403.0,6.0,2157.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,306,412577.0,395930.0,27381.823529,-45.0,41383.0
592,M,1965-07-18,33,OWNER,,26,Plzen - mesto,west Bohemia,170449,10787.0,3.0,6041.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,284,1078480.0,1043440.0,46759.521126,800.0,77240.0
593,F,1954-07-10,44,OWNER,,60,Prostejov,south Moravia,110643,8441.0,3.0,1879.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,11565.0,3855.0,471,2186187.0,2122039.0,47283.042462,400.0,129674.0
596,M,1948-10-24,50,OWNER,,69,Jesenik,north Moravia,42821,8173.0,,,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3602.0,3602.0,401,523119.0,486327.0,25268.369077,800.0,43822.0
597,M,1943-02-22,55,OWNER,,55,Brno - venkov,south Moravia,157042,8743.0,2.0,3659.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3405.0,3405.0,396,1610183.0,1563625.0,50913.818181,1000.0,86567.0
598,M,1970-12-31,28,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,309,1476148.0,1376140.0,70417.640776,1000.0,122852.0
599,F,1977-05-18,21,DISPONENT,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
601,M,1966-03-12,32,OWNER,,56,Breclav,south Moravia,124605,8772.0,5.0,2854.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,6436.0,2145.333333,206,1027708.0,1006717.0,45944.980582,400.0,177018.0
602,F,1965-01-16,33,DISPONENT,,56,Breclav,south Moravia,124605,8772.0,5.0,2854.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
603,F,1966-03-09,32,OWNER,,13,Rakovnik,central Bohemia,53921,8598.0,3.0,1597.0,1,5082.0,262980.0,60.0,4383.0,C,Vigente,1,4383.0,4383.0,233,1341361.0,1259608.0,63325.553648,900.0,151036.0
604,F,1965-07-31,33,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2498.0,2498.0,68,81547.0,48607.0,25469.5,600.0,34976.0
605,F,1970-08-27,28,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,8921.0,4460.5,159,469402.0,417860.0,44335.213836,700.0,62705.0
606,F,1949-01-25,49,OWNER,,10,Praha - vychod,central Bohemia,92084,10124.0,1.0,3810.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2308.0,2308.0,331,243380.0,216077.0,25333.277945,1100.0,36945.0
607,M,1964-03-30,34,OWNER,,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,2221.0,1110.5,125,81471.0,64097.0,14564.712,300.0,20105.0
608,M,1972-08-31,26,OWNER,,67,Bruntal,north Moravia,106054,8110.0,6.0,3244.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,4,4120.0,1030.0,249,550493.0,495510.0,48421.690763,400.0,78626.0
609,M,1962-09-02,36,OWNER,,52,Usti nad Orlici,east Bohemia,139012,8363.0,3.0,2564.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,139,203553.0,212715.0,15537.532374,-17036.0,34828.0
610,F,1979-08-10,19,OWNER,,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2480.0,2480.0,139,128690.0,106080.0,30664.762589,600.0,38801.0
611,M,1952-10-13,46,OWNER,,36,Liberec,north Bohemia,159617,9198.0,3.0,5796.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,6261.0,6261.0,78,279565.0,235965.0,35046.51282,500.0,58161.0
612,F,1960-11-10,38,DISPONENT,,36,Liberec,north Bohemia,159617,9198.0,3.0,5796.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
613,F,1977-08-10,21,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,4804.0,1601.333333,456,1681017.0,1612469.0,41170.089912,986.0,144259.0
614,F,1947-02-03,51,OWNER,,14,Ceske Budejovice,south Bohemia,177686,10045.0,1.0,6604.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2630.0,2630.0,110,472518.0,446660.0,45330.818181,400.0,119767.0
615,F,1949-09-13,49,OWNER,,68,Frydek - Mistek,north Moravia,228848,9893.0,4.0,5623.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,9449.0,9449.0,123,551284.0,482052.0,48764.780487,800.0,76764.0
616,M,1975-01-01,23,OWNER,,58,Jihlava,south Moravia,109164,8757.0,3.0,2212.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,7908.0,7908.0,138,390199.0,322268.0,43848.297101,400.0,84949.0
617,M,1974-03-14,24,OWNER,,70,Karvina,north Moravia,285387,10177.0,7.0,9878.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,5760.0,5760.0,168,447111.0,413040.0,21552.970238,900.0,48213.0
618,F,1932-03-16,66,OWNER,,57,Hodonin,south Moravia,161954,8720.0,4.0,3729.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2750.0,2750.0,211,197119.0,176300.0,15523.767772,200.0,20894.0
619,M,1920-09-07,78,OWNER,,6,Kutna Hora,central Bohemia,77963,8546.0,3.0,2640.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3736.0,3736.0,173,240680.0,210536.0,30491.132947,500.0,44045.0
620,F,1918-02-13,80,DISPONENT,,6,Kutna Hora,central Bohemia,77963,8546.0,3.0,2640.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
621,M,1939-03-17,59,OWNER,,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,9255.0,9255.0,357,1655632.0,1567275.0,54080.823529,1100.0,97296.0
622,F,1931-11-23,67,OWNER,,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,3353.0,1676.5,293,302111.0,283876.0,21464.426621,200.0,31061.0
623,M,1925-09-04,73,OWNER,,24,Karlovy Vary,west Bohemia,122603,8991.0,1.0,5198.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3245.0,3245.0,323,432770.0,406340.0,25775.058823,200.0,36854.0
624,F,1932-07-26,66,DISPONENT,,24,Karlovy Vary,west Bohemia,122603,8991.0,1.0,5198.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
625,F,1978-11-24,20,OWNER,,60,Prostejov,south Moravia,110643,8441.0,3.0,1879.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2332.0,2332.0,281,223459.0,189569.0,22336.131672,1000.0,34533.0
626,M,1980-04-13,18,OWNER,,9,Nymburk,central Bohemia,81344,8899.0,3.0,2987.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,4234.0,4234.0,334,2635060.0,2552458.0,73448.751497,800.0,153181.0
627,M,1972-04-11,26,OWNER,,17,Pelhrimov,south Bohemia,74062,8114.0,2.0,1003.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,5007.0,2503.5,225,436406.0,409829.0,24365.764444,400.0,50101.0
628,F,1970-05-27,28,DISPONENT,,17,Pelhrimov,south Bohemia,74062,8114.0,2.0,1003.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
629,M,1976-03-10,22,OWNER,,16,Jindrichuv Hradec,south Bohemia,93931,8427.0,1.0,1874.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,320,847269.0,776585.0,57271.003125,300.0,88566.0
630,M,1952-03-03,46,OWNER,,61,Trebic,south Moravia,117897,8814.0,5.0,2112.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,5768.0,5768.0,308,1195050.0,1102833.0,35618.532467,1000.0,93588.0
631,F,1956-03-22,42,OWNER,,70,Karvina,north Moravia,285387,10177.0,7.0,9878.0,1,5086.0,210384.0,48.0,4383.0,C,Vigente,2,10837.0,5418.5,188,954626.0,855914.0,47845.271276,300.0,158444.0
632,M,1946-03-16,52,OWNER,,67,Bruntal,north Moravia,106054,8110.0,6.0,3244.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,5074.0,5074.0,162,518948.0,485056.0,35124.617283,400.0,57960.0
633,F,1938-06-12,60,DISPONENT,,67,Bruntal,north Moravia,106054,8110.0,6.0,3244.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
635,F,1927-06-29,71,OWNER,,17,Pelhrimov,south Bohemia,74062,8114.0,2.0,1003.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2916.0,2916.0,99,111337.0,90725.0,17446.393939,300.0,25178.0
636,M,1935-02-17,63,DISPONENT,,17,Pelhrimov,south Bohemia,74062,8114.0,2.0,1003.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
637,F,1970-12-15,28,OWNER,,39,Most,north Bohemia,119895,10446.0,7.0,4947.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3344.0,3344.0,86,128886.0,95773.0,26948.837209,700.0,43869.0
638,F,1961-02-03,37,OWNER,,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,127,688711.0,655732.0,40348.874015,600.0,71170.0
